l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Medical Devices|Diagnostics Reagents|Diagnostics Reagents|8620010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|404|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Drapes|8720020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|405|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Gowns|8720030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|406|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Probes|8720040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|407|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Gauze;Dressing;Bandages|8720050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|408|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Towels|8720060|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|409|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Gloves|8720070|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|410|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Spears, Sponges|8720080|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|411|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Knives and Blades|8720090|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|412|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Needles and Syringes|8720100|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|413|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Sutures|8720110|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|414|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Corneal Shield, Eye Shields, Garters, Pads|8720120|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|415|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Catheters|8720130|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|416|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Cautery Products|8720140|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|417|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Cannulas and Cystitomes|8720150|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|418|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Applicators|8720160|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|419|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|3rd Party - Consumables|Other - third party Items|8720900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|420|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Power Supplies|8730090|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|421|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Inverters|8730100|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|422|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Transformers|8730110|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|423|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Valve, Regulators|8730120|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|424|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Transducers|8730130|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|425|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Potentiometers|8730140|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|426|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Switches|8730150|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|427|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Relays|8730160|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|428|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Heat Sinks|8730170|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|429|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Batteries|8730200|Possibly problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|430|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electro-Mechanical|Electro-Mechanical Other|8730900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|431|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|Overlays ; Keypads ; Touch Screens ; Other Input Devices|8735010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|432|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|LCD Panels|8735020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|433|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|Fans|8735030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|434|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|Lamps|8735040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|435|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|Video ; Computer Equipment|8735050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|436|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Peripherals|Peripherals Other|8735900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|437|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Printed Circuit Boards|8740020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|438|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Print Circuit Boards Assemblies|8740030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|439|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Cable Assemblies and Harnesses|8740040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|440|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Active Components|8740050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|441|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Passives Components|8740060|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|442|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Crystals, Oscillators|8740070|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|443|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Chokes, Inductors|8740080|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|444|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Connectors|8740090|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|445|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Electronic Components|Other Elect Components|8740900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|446|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Optics|Fiberoptics|8745020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|447|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Optics|Optical Lenses ; Glass Custom|8745050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|448|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Optics|Opto-Mechanical Assemblies|8745060|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|449|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Optics|Optics Other|8745900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|450|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Machining - Turning|8750020|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|451|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Machining - Milling|8750030|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|452|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Screw Machining|8750040|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|453|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Die Cast|8750050|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|454|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Stampings|8750060|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|455|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Machining - Plastic|8750070|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|456|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Sheet Metal|8750080|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|457|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Springs|8750090|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|458|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Stainless Steel|8750100|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|459|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Tubing - Metal|8750110|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|460|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Extruded Metal|8750120|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|461|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Hardware|8750130|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|462|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Metal - Raw Materials; Components|Other - Metal Components|8750900|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|463|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Injection molded|8760020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|464|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Structural Foam|8760030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|465|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Thermoforming|8760040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|466|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Tubing|8760050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|467|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Silicone Extr;Mold|8760060|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|468|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Elastomeric Silicone|8760070|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|469|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Rubber Parts ; Gaskets|8760080|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|470|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Assemblies|8760090|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|471|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Resin|8760100|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|472|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Plastic Materials; Components (Non-Packaging)|Plastic ; Rubber - Other|8760900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|473|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Mechanical Assembly|8770020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|474|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Mechanical Table;Mount Assembly|8770030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|475|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Laser Mechanical Assembly|8770040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|476|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Mechanical Hardware|8770050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|477|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Fittings|8770060|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|478|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Mechanical Components|Mechanical - Other|8770900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|479|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|OEM Equipment|OEM Equipment|8780010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|480|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Adhesives ; Chemicals ; Epoxys|8785010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|481|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Adhesive Tape|8785020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|482|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Subsystems ; assemblies|8785030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|483|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Sterilization|8785040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|484|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Carts|8785050|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|485|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Surgical Equipment|Surgical Equipment Miscellaneous|Miscellaneous Other|8785900|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|486|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Group Grants|Educational|8805010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|487|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Patient Groups|Patient Group Grants|Patient Assistance|8805020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the patient group is interacting with a public body on Novartis' behalf? Please note that grants should only be given directly by Novartis and not by a Third Party on Novartis' behalf.|No|488|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
